image_path,ph,N,P,K,rainfall,temp,lat,lon,crop_label
eurosat/2750/Industrial/Industrial_1656.jpg,6.1,19,14,6,845,34.0,14.44,91.53,Industrial
eurosat/2750/Industrial/Industrial_1657.jpg,5.6,19,7,18,1448,16.4,23.67,84.1,Industrial
eurosat/2750/Industrial/Industrial_1658.jpg,6.9,17,0,11,807,27.4,19.56,90.98,Industrial
eurosat/2750/Industrial/Industrial_1659.jpg,5.8,6,10,20,1448,25.7,10.28,94.91,Industrial
eurosat/2750/Industrial/Industrial_166.jpg,7.2,6,0,19,1120,16.1,9.85,76.09,Industrial
eurosat/2750/Industrial/Industrial_1660.jpg,5.7,2,15,9,1316,31.6,16.29,81.42,Industrial
eurosat/2750/Industrial/Industrial_1661.jpg,5.9,13,7,2,1193,24.8,33.06,85.98,Industrial
eurosat/2750/Industrial/Industrial_1662.jpg,6.6,13,6,18,1122,23.1,12.5,91.5,Industrial
eurosat/2750/Industrial/Industrial_1663.jpg,6.7,20,16,6,979,34.2,20.81,79.77,Industrial
eurosat/2750/Industrial/Industrial_1664.jpg,6.6,6,7,13,553,28.9,17.43,94.25,Industrial
eurosat/2750/Industrial/Industrial_1665.jpg,7.1,9,5,9,685,24.2,8.07,87.42,Industrial
eurosat/2750/Industrial/Industrial_1666.jpg,6.2,0,17,8,985,25.0,28.42,72.44,Industrial
eurosat/2750/Industrial/Industrial_1667.jpg,7.4,9,5,9,1385,23.8,8.07,80.68,Industrial
eurosat/2750/Industrial/Industrial_1668.jpg,5.6,7,7,8,889,15.3,20.18,92.8,Industrial
eurosat/2750/Industrial/Industrial_1669.jpg,6.1,8,18,13,835,21.4,17.05,73.01,Industrial
eurosat/2750/Industrial/Industrial_167.jpg,7.2,1,1,7,632,27.5,8.95,86.59,Industrial
eurosat/2750/Industrial/Industrial_1670.jpg,6.6,16,15,4,557,21.3,19.07,96.12,Industrial
eurosat/2750/Industrial/Industrial_1671.jpg,5.9,14,11,19,1333,34.5,25.41,90.05,Industrial
eurosat/2750/Industrial/Industrial_1672.jpg,6.9,16,9,10,1434,25.3,19.86,76.84,Industrial
eurosat/2750/Industrial/Industrial_1673.jpg,6.2,10,0,6,818,25.7,28.6,92.9,Industrial
eurosat/2750/Industrial/Industrial_1674.jpg,7.4,3,2,6,665,19.5,19.87,81.55,Industrial
eurosat/2750/Industrial/Industrial_1675.jpg,5.7,9,20,13,1045,16.9,23.63,74.74,Industrial
eurosat/2750/Industrial/Industrial_1676.jpg,6.4,19,19,13,1305,19.6,30.51,73.37,Industrial
eurosat/2750/Industrial/Industrial_1677.jpg,7.2,10,18,9,538,31.1,31.24,78.54,Industrial
eurosat/2750/Industrial/Industrial_1678.jpg,7.4,8,16,2,671,32.5,14.91,78.07,Industrial
eurosat/2750/Industrial/Industrial_1679.jpg,6.8,5,20,12,710,29.0,36.58,71.37,Industrial
eurosat/2750/Industrial/Industrial_168.jpg,5.5,7,8,3,731,22.8,19.92,87.72,Industrial
eurosat/2750/Industrial/Industrial_1680.jpg,5.8,14,15,17,845,19.0,15.3,87.78,Industrial
eurosat/2750/Industrial/Industrial_1681.jpg,6.1,9,2,14,1339,19.9,28.28,81.62,Industrial
eurosat/2750/Industrial/Industrial_1682.jpg,5.7,11,1,9,875,27.8,36.63,76.62,Industrial
eurosat/2750/Industrial/Industrial_1683.jpg,6.8,7,20,15,907,28.0,35.67,96.74,Industrial
eurosat/2750/Industrial/Industrial_1684.jpg,6.1,9,20,0,650,23.3,25.65,89.09,Industrial
eurosat/2750/Industrial/Industrial_1685.jpg,7.3,5,2,4,530,30.5,16.57,90.72,Industrial
eurosat/2750/Industrial/Industrial_1686.jpg,6.2,1,7,3,1226,27.7,36.16,80.38,Industrial
eurosat/2750/Industrial/Industrial_1687.jpg,6.0,5,7,13,1097,26.7,14.95,91.72,Industrial
eurosat/2750/Industrial/Industrial_1688.jpg,5.6,6,6,20,1173,19.8,29.63,88.36,Industrial
eurosat/2750/Industrial/Industrial_1689.jpg,6.8,10,10,20,1315,29.5,18.47,90.52,Industrial
eurosat/2750/Industrial/Industrial_169.jpg,6.8,3,11,8,883,34.2,28.99,78.55,Industrial
eurosat/2750/Industrial/Industrial_1690.jpg,6.9,4,19,10,698,18.9,11.68,72.21,Industrial
eurosat/2750/Industrial/Industrial_1691.jpg,6.8,3,20,4,1192,30.8,29.65,81.5,Industrial
eurosat/2750/Industrial/Industrial_1692.jpg,6.4,9,7,12,1163,20.9,19.4,94.19,Industrial
eurosat/2750/Industrial/Industrial_1693.jpg,7.1,15,10,12,585,24.1,30.69,78.79,Industrial
eurosat/2750/Industrial/Industrial_1694.jpg,6.2,8,17,8,659,30.4,31.12,87.49,Industrial
eurosat/2750/Industrial/Industrial_1695.jpg,6.9,7,2,4,1168,18.7,12.4,77.86,Industrial
eurosat/2750/Industrial/Industrial_1696.jpg,7.3,0,20,12,853,31.2,31.55,70.93,Industrial
eurosat/2750/Industrial/Industrial_1697.jpg,7.1,12,10,5,1137,25.8,10.48,81.15,Industrial
eurosat/2750/Industrial/Industrial_1698.jpg,7.2,13,18,20,1090,15.9,17.9,83.95,Industrial
eurosat/2750/Industrial/Industrial_1699.jpg,5.9,3,1,7,1497,33.0,33.51,96.94,Industrial
eurosat/2750/Industrial/Industrial_17.jpg,7.5,6,5,7,1338,34.4,18.49,72.62,Industrial
eurosat/2750/Industrial/Industrial_170.jpg,6.6,7,20,11,577,22.0,26.88,84.13,Industrial
eurosat/2750/Industrial/Industrial_1700.jpg,6.7,7,6,13,749,16.3,25.64,96.51,Industrial
eurosat/2750/Industrial/Industrial_1701.jpg,5.5,2,15,9,1049,26.4,33.68,68.98,Industrial
eurosat/2750/Industrial/Industrial_1702.jpg,6.5,18,15,2,1153,19.1,22.87,87.01,Industrial
eurosat/2750/Industrial/Industrial_1703.jpg,6.4,13,10,4,806,31.3,17.92,92.09,Industrial
eurosat/2750/Industrial/Industrial_1704.jpg,6.0,1,14,14,1340,33.4,25.63,94.03,Industrial
eurosat/2750/Industrial/Industrial_1705.jpg,7.5,0,1,9,1388,15.1,10.74,94.76,Industrial
eurosat/2750/Industrial/Industrial_1706.jpg,7.1,17,2,18,1366,30.1,8.07,82.71,Industrial
eurosat/2750/Industrial/Industrial_1707.jpg,5.9,19,0,6,1377,15.2,9.18,96.45,Industrial
eurosat/2750/Industrial/Industrial_1708.jpg,6.0,14,18,17,1180,17.8,12.41,90.7,Industrial
eurosat/2750/Industrial/Industrial_1709.jpg,7.2,7,18,0,618,34.6,19.19,92.36,Industrial
eurosat/2750/Industrial/Industrial_171.jpg,6.4,2,18,7,508,17.3,11.3,78.19,Industrial
eurosat/2750/Industrial/Industrial_1710.jpg,6.5,7,6,0,874,34.9,32.33,94.6,Industrial
eurosat/2750/Industrial/Industrial_1711.jpg,6.7,5,10,14,643,16.6,35.21,76.0,Industrial
eurosat/2750/Industrial/Industrial_1712.jpg,5.9,8,0,11,580,23.9,32.89,85.33,Industrial
eurosat/2750/Industrial/Industrial_1713.jpg,7.2,14,3,5,1046,30.0,16.23,87.98,Industrial
eurosat/2750/Industrial/Industrial_1714.jpg,6.5,8,1,10,1291,27.0,32.59,68.1,Industrial
eurosat/2750/Industrial/Industrial_1715.jpg,6.9,15,20,7,1036,18.0,12.82,76.83,Industrial
eurosat/2750/Industrial/Industrial_1716.jpg,5.7,0,7,15,1290,28.4,13.99,69.82,Industrial
eurosat/2750/Industrial/Industrial_1717.jpg,7.2,1,1,19,1142,26.0,27.1,78.62,Industrial
eurosat/2750/Industrial/Industrial_1718.jpg,6.8,14,11,11,840,34.2,25.63,90.86,Industrial
eurosat/2750/Industrial/Industrial_1719.jpg,7.2,13,16,0,1380,16.5,18.4,79.24,Industrial
eurosat/2750/Industrial/Industrial_172.jpg,7.1,12,13,16,1101,28.0,13.09,77.87,Industrial
eurosat/2750/Industrial/Industrial_1720.jpg,7.3,18,10,12,1273,32.7,28.21,81.15,Industrial
eurosat/2750/Industrial/Industrial_1721.jpg,5.8,19,8,19,578,21.6,35.08,71.91,Industrial
eurosat/2750/Industrial/Industrial_1722.jpg,5.6,15,12,4,522,22.2,16.37,86.86,Industrial
eurosat/2750/Industrial/Industrial_1723.jpg,6.1,15,19,13,1388,26.8,34.77,91.76,Industrial
eurosat/2750/Industrial/Industrial_1724.jpg,6.6,3,20,18,884,30.7,15.95,91.49,Industrial
eurosat/2750/Industrial/Industrial_1725.jpg,6.6,8,10,7,1086,21.1,35.2,91.67,Industrial
eurosat/2750/Industrial/Industrial_1726.jpg,6.7,16,5,14,1186,20.6,30.72,86.58,Industrial
eurosat/2750/Industrial/Industrial_1727.jpg,7.2,16,2,9,1382,22.7,16.96,87.05,Industrial
eurosat/2750/Industrial/Industrial_1728.jpg,6.3,17,8,6,805,19.6,13.64,88.16,Industrial
eurosat/2750/Industrial/Industrial_1729.jpg,5.7,8,7,3,599,19.2,12.69,80.96,Industrial
eurosat/2750/Industrial/Industrial_173.jpg,5.7,17,6,8,559,31.8,36.42,93.33,Industrial
eurosat/2750/Industrial/Industrial_1730.jpg,6.0,2,3,13,1385,24.1,34.65,76.58,Industrial
eurosat/2750/Industrial/Industrial_1731.jpg,6.0,4,8,17,1475,20.2,23.59,95.53,Industrial
eurosat/2750/Industrial/Industrial_1732.jpg,5.6,13,10,0,768,20.1,35.45,78.78,Industrial
eurosat/2750/Industrial/Industrial_1733.jpg,6.4,7,4,2,726,22.9,17.5,87.27,Industrial
eurosat/2750/Industrial/Industrial_1734.jpg,6.6,15,9,20,1251,30.1,19.96,81.25,Industrial
eurosat/2750/Industrial/Industrial_1735.jpg,6.8,19,16,13,673,20.6,13.41,82.14,Industrial
eurosat/2750/Industrial/Industrial_1736.jpg,6.7,13,6,1,1406,17.4,15.68,69.47,Industrial
eurosat/2750/Industrial/Industrial_1737.jpg,5.7,2,16,19,727,24.1,12.73,68.27,Industrial
eurosat/2750/Industrial/Industrial_1738.jpg,5.6,4,9,2,821,27.0,29.32,96.71,Industrial
eurosat/2750/Industrial/Industrial_1739.jpg,6.0,1,8,12,1055,16.3,26.76,94.25,Industrial
eurosat/2750/Industrial/Industrial_174.jpg,7.0,6,20,15,677,26.1,22.62,94.31,Industrial
eurosat/2750/Industrial/Industrial_1740.jpg,5.7,10,17,13,903,34.8,22.3,87.89,Industrial
eurosat/2750/Industrial/Industrial_1741.jpg,5.9,11,1,1,1133,15.3,19.25,86.19,Industrial
eurosat/2750/Industrial/Industrial_1742.jpg,7.4,16,16,7,1437,30.4,9.22,84.6,Industrial
eurosat/2750/Industrial/Industrial_1743.jpg,6.4,14,12,14,1018,31.6,21.66,76.38,Industrial
eurosat/2750/Industrial/Industrial_1744.jpg,6.5,7,2,4,1394,30.2,20.35,90.34,Industrial
eurosat/2750/Industrial/Industrial_1745.jpg,6.6,4,12,9,967,29.8,36.72,91.04,Industrial
eurosat/2750/Industrial/Industrial_1746.jpg,5.6,7,7,11,1212,31.2,15.51,69.05,Industrial
eurosat/2750/Industrial/Industrial_1747.jpg,7.2,12,6,1,531,29.1,17.49,90.36,Industrial
eurosat/2750/Industrial/Industrial_1748.jpg,7.3,20,15,1,1257,15.7,34.71,86.71,Industrial
eurosat/2750/Industrial/Industrial_1749.jpg,7.0,8,6,13,1431,26.1,29.21,87.2,Industrial
eurosat/2750/Industrial/Industrial_175.jpg,7.2,4,4,1,976,23.0,30.55,72.98,Industrial
eurosat/2750/Industrial/Industrial_1750.jpg,6.4,9,4,5,934,20.5,34.62,72.38,Industrial
eurosat/2750/Industrial/Industrial_1751.jpg,5.5,5,14,20,1212,29.4,12.15,80.47,Industrial
eurosat/2750/Industrial/Industrial_1752.jpg,7.1,20,9,11,1021,30.9,30.37,87.53,Industrial
eurosat/2750/Industrial/Industrial_1753.jpg,7.4,3,15,15,882,29.2,27.83,96.23,Industrial
eurosat/2750/Industrial/Industrial_1754.jpg,7.5,16,6,17,1246,15.2,35.83,83.33,Industrial
eurosat/2750/Industrial/Industrial_1755.jpg,7.3,2,4,9,1078,15.5,30.09,92.78,Industrial
eurosat/2750/Industrial/Industrial_1756.jpg,6.0,0,3,20,1237,31.6,16.45,68.22,Industrial
eurosat/2750/Industrial/Industrial_1757.jpg,6.1,7,20,11,1337,28.8,31.06,75.39,Industrial
eurosat/2750/Industrial/Industrial_1758.jpg,6.2,17,7,9,1185,24.4,20.58,82.4,Industrial
eurosat/2750/Industrial/Industrial_1759.jpg,7.1,1,14,16,935,19.4,35.28,89.29,Industrial
eurosat/2750/Industrial/Industrial_176.jpg,7.2,8,13,6,1321,27.5,17.27,69.85,Industrial
eurosat/2750/Industrial/Industrial_1760.jpg,6.7,19,9,14,1066,22.0,19.81,87.91,Industrial
eurosat/2750/Industrial/Industrial_1761.jpg,5.7,13,5,19,1322,21.0,34.1,86.7,Industrial
eurosat/2750/Industrial/Industrial_1762.jpg,6.8,17,17,13,1342,16.3,29.82,96.68,Industrial
eurosat/2750/Industrial/Industrial_1763.jpg,6.5,14,15,17,1196,20.4,27.04,75.98,Industrial
eurosat/2750/Industrial/Industrial_1764.jpg,7.0,2,13,11,1327,27.1,8.32,77.26,Industrial
eurosat/2750/Industrial/Industrial_1765.jpg,5.8,15,12,10,839,31.0,16.36,82.75,Industrial
eurosat/2750/Industrial/Industrial_1766.jpg,6.4,2,15,15,1071,17.3,11.92,88.4,Industrial
eurosat/2750/Industrial/Industrial_1767.jpg,6.4,20,16,12,672,34.9,21.43,90.3,Industrial
eurosat/2750/Industrial/Industrial_1768.jpg,7.4,10,0,16,802,33.5,22.23,87.92,Industrial
eurosat/2750/Industrial/Industrial_1769.jpg,7.2,17,15,13,1193,24.8,22.2,92.73,Industrial
eurosat/2750/Industrial/Industrial_177.jpg,6.3,9,20,10,876,20.8,29.06,74.25,Industrial
eurosat/2750/Industrial/Industrial_1770.jpg,6.6,9,18,5,968,32.8,36.59,92.05,Industrial
eurosat/2750/Industrial/Industrial_1771.jpg,6.6,16,11,8,507,16.2,16.43,72.31,Industrial
eurosat/2750/Industrial/Industrial_1772.jpg,5.7,8,10,1,592,33.7,17.28,82.45,Industrial
eurosat/2750/Industrial/Industrial_1773.jpg,6.5,6,18,6,531,24.5,9.6,74.19,Industrial
eurosat/2750/Industrial/Industrial_1774.jpg,6.5,4,20,7,1150,28.1,11.92,71.05,Industrial
eurosat/2750/Industrial/Industrial_1775.jpg,6.3,3,5,19,1034,33.3,25.21,91.88,Industrial
eurosat/2750/Industrial/Industrial_1776.jpg,6.0,3,18,4,596,23.2,29.17,69.29,Industrial
eurosat/2750/Industrial/Industrial_1777.jpg,6.9,0,14,0,1102,19.5,32.72,85.13,Industrial
eurosat/2750/Industrial/Industrial_1778.jpg,6.2,3,4,18,591,23.7,34.2,81.57,Industrial
eurosat/2750/Industrial/Industrial_1779.jpg,6.1,20,13,14,1204,26.8,16.04,82.35,Industrial
eurosat/2750/Industrial/Industrial_178.jpg,6.5,9,8,9,1086,15.7,19.99,85.06,Industrial
eurosat/2750/Industrial/Industrial_1780.jpg,5.6,6,13,7,1097,21.0,26.75,75.96,Industrial
eurosat/2750/Industrial/Industrial_1781.jpg,6.5,10,6,14,1364,19.1,26.74,92.38,Industrial
eurosat/2750/Industrial/Industrial_1782.jpg,7.4,7,16,15,893,28.0,11.94,90.58,Industrial
eurosat/2750/Industrial/Industrial_1783.jpg,5.9,19,11,15,1116,19.9,11.14,93.01,Industrial
eurosat/2750/Industrial/Industrial_1784.jpg,6.7,10,19,17,1025,20.4,19.71,92.61,Industrial
eurosat/2750/Industrial/Industrial_1785.jpg,7.5,9,2,10,779,17.6,29.91,82.87,Industrial
eurosat/2750/Industrial/Industrial_1786.jpg,6.7,15,8,9,1040,29.7,31.45,75.49,Industrial
eurosat/2750/Industrial/Industrial_1787.jpg,6.8,0,1,5,589,20.7,16.94,80.54,Industrial
eurosat/2750/Industrial/Industrial_1788.jpg,6.3,0,0,5,569,22.1,34.87,89.5,Industrial
eurosat/2750/Industrial/Industrial_1789.jpg,6.9,9,18,16,681,32.7,26.7,71.95,Industrial
eurosat/2750/Industrial/Industrial_179.jpg,5.6,17,12,14,1256,22.7,31.83,74.11,Industrial
eurosat/2750/Industrial/Industrial_1790.jpg,6.0,3,2,17,589,18.5,10.56,83.29,Industrial
eurosat/2750/Industrial/Industrial_1791.jpg,7.2,11,10,1,1253,25.6,25.04,94.63,Industrial
eurosat/2750/Industrial/Industrial_1792.jpg,5.8,8,9,15,1151,32.1,19.02,70.53,Industrial
eurosat/2750/Industrial/Industrial_1793.jpg,5.7,15,12,15,845,32.9,9.04,70.55,Industrial
eurosat/2750/Industrial/Industrial_1794.jpg,6.1,4,12,20,564,19.5,18.85,91.16,Industrial
eurosat/2750/Industrial/Industrial_1795.jpg,7.0,5,15,10,853,33.6,31.58,96.61,Industrial
eurosat/2750/Industrial/Industrial_1796.jpg,6.2,7,20,9,1494,28.6,20.88,96.68,Industrial
eurosat/2750/Industrial/Industrial_1797.jpg,7.5,5,12,18,687,22.5,31.31,69.43,Industrial
eurosat/2750/Industrial/Industrial_1798.jpg,6.1,7,17,0,604,15.6,19.19,91.92,Industrial
eurosat/2750/Industrial/Industrial_1799.jpg,6.6,20,7,18,526,33.2,34.56,70.65,Industrial
eurosat/2750/Industrial/Industrial_18.jpg,5.9,5,7,5,1085,31.1,32.2,92.86,Industrial
eurosat/2750/Industrial/Industrial_180.jpg,6.7,0,7,3,1185,30.0,15.66,83.91,Industrial
eurosat/2750/Industrial/Industrial_1800.jpg,6.3,10,2,15,1169,27.6,17.56,96.45,Industrial
eurosat/2750/Industrial/Industrial_1801.jpg,7.0,16,11,19,935,16.0,15.71,85.89,Industrial
eurosat/2750/Industrial/Industrial_1802.jpg,5.6,15,14,5,875,21.3,30.84,88.85,Industrial
eurosat/2750/Industrial/Industrial_1803.jpg,6.7,14,2,20,505,27.3,34.28,78.05,Industrial
eurosat/2750/Industrial/Industrial_1804.jpg,5.6,2,9,17,1175,34.8,11.99,88.56,Industrial
eurosat/2750/Industrial/Industrial_1805.jpg,7.3,17,1,19,1491,28.3,28.04,75.63,Industrial
eurosat/2750/Industrial/Industrial_1806.jpg,6.0,12,17,5,688,19.2,22.13,69.87,Industrial
eurosat/2750/Industrial/Industrial_1807.jpg,7.4,8,14,11,636,27.7,24.49,77.8,Industrial
eurosat/2750/Industrial/Industrial_1808.jpg,6.1,8,3,2,962,25.4,27.69,77.22,Industrial
eurosat/2750/Industrial/Industrial_1809.jpg,6.8,17,9,11,656,34.0,27.59,92.82,Industrial
eurosat/2750/Industrial/Industrial_181.jpg,6.4,20,1,13,1263,23.1,19.32,91.5,Industrial
eurosat/2750/Industrial/Industrial_1810.jpg,6.5,11,14,9,1206,32.4,34.85,83.84,Industrial
eurosat/2750/Industrial/Industrial_1811.jpg,5.7,13,15,0,943,28.2,25.04,80.97,Industrial
eurosat/2750/Industrial/Industrial_1812.jpg,6.4,20,16,0,517,21.0,11.46,83.26,Industrial
eurosat/2750/Industrial/Industrial_1813.jpg,6.9,12,4,11,1048,19.3,30.01,90.48,Industrial
eurosat/2750/Industrial/Industrial_1814.jpg,5.7,8,10,20,1170,20.1,8.58,75.94,Industrial
eurosat/2750/Industrial/Industrial_1815.jpg,5.6,6,4,10,842,20.5,13.35,78.77,Industrial
eurosat/2750/Industrial/Industrial_1816.jpg,7.3,11,8,8,1064,20.2,12.84,96.55,Industrial
eurosat/2750/Industrial/Industrial_1817.jpg,7.2,1,18,1,1203,25.1,33.89,95.5,Industrial
eurosat/2750/Industrial/Industrial_1818.jpg,7.4,7,7,19,1306,35.0,28.26,73.01,Industrial
eurosat/2750/Industrial/Industrial_1819.jpg,6.4,16,0,6,1408,23.7,11.83,85.19,Industrial
eurosat/2750/Industrial/Industrial_182.jpg,7.3,13,15,2,776,32.2,34.9,93.36,Industrial
eurosat/2750/Industrial/Industrial_1820.jpg,6.3,0,1,20,666,24.8,34.1,84.32,Industrial
eurosat/2750/Industrial/Industrial_1821.jpg,6.6,15,3,19,690,27.0,17.47,78.32,Industrial
eurosat/2750/Industrial/Industrial_1822.jpg,7.0,19,1,2,1090,17.1,30.98,92.65,Industrial
eurosat/2750/Industrial/Industrial_1823.jpg,6.4,17,10,6,589,31.3,20.23,70.02,Industrial
eurosat/2750/Industrial/Industrial_1824.jpg,6.1,17,17,0,520,22.4,24.19,93.16,Industrial
eurosat/2750/Industrial/Industrial_1825.jpg,6.5,3,15,18,712,34.1,30.24,72.48,Industrial
eurosat/2750/Industrial/Industrial_1826.jpg,6.6,9,5,13,695,33.1,12.42,91.32,Industrial
eurosat/2750/Industrial/Industrial_1827.jpg,7.3,1,19,3,980,26.3,22.82,95.13,Industrial
eurosat/2750/Industrial/Industrial_1828.jpg,6.1,5,14,3,1433,33.1,17.2,87.43,Industrial
eurosat/2750/Industrial/Industrial_1829.jpg,6.9,9,18,10,624,22.4,26.15,69.77,Industrial
eurosat/2750/Industrial/Industrial_183.jpg,5.9,16,5,6,1375,23.0,15.15,83.1,Industrial
eurosat/2750/Industrial/Industrial_1830.jpg,6.7,0,14,13,665,34.5,30.46,92.83,Industrial
eurosat/2750/Industrial/Industrial_1831.jpg,6.9,15,2,15,1028,28.0,36.36,70.17,Industrial
eurosat/2750/Industrial/Industrial_1832.jpg,6.8,11,2,1,901,27.4,10.85,89.23,Industrial
eurosat/2750/Industrial/Industrial_1833.jpg,6.1,14,8,3,1338,21.0,9.07,81.8,Industrial
eurosat/2750/Industrial/Industrial_1834.jpg,6.9,7,10,16,878,32.9,34.47,77.51,Industrial
eurosat/2750/Industrial/Industrial_1835.jpg,7.5,15,20,6,561,33.2,26.73,86.69,Industrial
eurosat/2750/Industrial/Industrial_1836.jpg,5.6,13,16,13,1020,21.8,15.66,70.7,Industrial
eurosat/2750/Industrial/Industrial_1837.jpg,5.8,15,9,20,1400,29.9,29.26,90.02,Industrial
eurosat/2750/Industrial/Industrial_1838.jpg,6.6,17,2,20,1020,18.3,8.61,75.46,Industrial
eurosat/2750/Industrial/Industrial_1839.jpg,5.5,6,2,16,1278,33.7,24.11,74.2,Industrial
eurosat/2750/Industrial/Industrial_184.jpg,6.6,1,2,5,1085,25.8,19.86,87.33,Industrial
eurosat/2750/Industrial/Industrial_1840.jpg,6.1,5,4,17,1396,26.7,23.02,82.29,Industrial
eurosat/2750/Industrial/Industrial_1841.jpg,7.1,19,16,0,1355,16.1,19.73,78.75,Industrial
eurosat/2750/Industrial/Industrial_1842.jpg,6.8,19,3,18,1050,34.7,8.53,70.66,Industrial
eurosat/2750/Industrial/Industrial_1843.jpg,5.5,19,1,1,1278,24.8,10.33,74.96,Industrial
eurosat/2750/Industrial/Industrial_1844.jpg,5.7,1,4,8,1337,31.2,24.86,96.84,Industrial
eurosat/2750/Industrial/Industrial_1845.jpg,7.2,3,7,1,1331,29.9,32.45,91.81,Industrial
eurosat/2750/Industrial/Industrial_1846.jpg,5.5,5,17,0,836,27.0,14.26,70.6,Industrial
eurosat/2750/Industrial/Industrial_1847.jpg,7.1,19,10,12,897,33.5,10.31,85.86,Industrial
eurosat/2750/Industrial/Industrial_1848.jpg,7.4,6,4,20,777,31.3,16.06,70.88,Industrial
eurosat/2750/Industrial/Industrial_1849.jpg,6.0,11,20,10,589,22.0,24.82,74.97,Industrial
eurosat/2750/Industrial/Industrial_185.jpg,6.0,14,12,7,1176,23.3,20.8,72.2,Industrial
eurosat/2750/Industrial/Industrial_1850.jpg,6.3,19,12,0,1167,27.5,8.84,80.75,Industrial
eurosat/2750/Industrial/Industrial_1851.jpg,7.0,10,19,13,612,32.2,17.65,69.81,Industrial
eurosat/2750/Industrial/Industrial_1852.jpg,6.5,19,0,7,767,33.3,30.52,72.74,Industrial
eurosat/2750/Industrial/Industrial_1853.jpg,6.9,1,18,6,664,22.3,10.33,83.72,Industrial
eurosat/2750/Industrial/Industrial_1854.jpg,6.5,4,2,5,797,26.4,35.29,75.42,Industrial
eurosat/2750/Industrial/Industrial_1855.jpg,6.4,16,13,14,683,16.2,25.17,87.7,Industrial
eurosat/2750/Industrial/Industrial_1856.jpg,6.8,17,1,16,911,27.8,25.15,68.44,Industrial
eurosat/2750/Industrial/Industrial_1857.jpg,6.6,10,14,7,520,31.1,16.81,85.59,Industrial
eurosat/2750/Industrial/Industrial_1858.jpg,6.4,5,9,7,972,24.1,36.49,85.68,Industrial
eurosat/2750/Industrial/Industrial_1859.jpg,6.5,20,10,3,513,20.9,25.06,70.32,Industrial
eurosat/2750/Industrial/Industrial_186.jpg,6.1,20,9,4,959,33.7,30.23,93.66,Industrial
eurosat/2750/Industrial/Industrial_1860.jpg,7.5,15,15,13,560,21.0,27.46,91.28,Industrial
eurosat/2750/Industrial/Industrial_1861.jpg,6.0,3,9,1,1451,33.4,15.39,88.23,Industrial
eurosat/2750/Industrial/Industrial_1862.jpg,5.9,2,14,20,1249,24.5,11.24,95.59,Industrial
eurosat/2750/Industrial/Industrial_1863.jpg,7.2,10,12,11,755,21.3,34.76,90.29,Industrial
eurosat/2750/Industrial/Industrial_1864.jpg,5.5,2,5,5,635,18.9,25.33,84.09,Industrial
eurosat/2750/Industrial/Industrial_1865.jpg,6.1,14,7,12,1175,22.8,32.08,91.66,Industrial
eurosat/2750/Industrial/Industrial_1866.jpg,6.9,7,18,12,1411,20.5,24.4,74.11,Industrial
eurosat/2750/Industrial/Industrial_1867.jpg,6.9,11,19,4,1002,29.4,13.05,88.07,Industrial
eurosat/2750/Industrial/Industrial_1868.jpg,6.5,13,17,16,721,25.0,33.29,78.55,Industrial
eurosat/2750/Industrial/Industrial_1869.jpg,5.8,0,7,12,998,24.8,16.05,91.29,Industrial
eurosat/2750/Industrial/Industrial_187.jpg,7.0,19,0,3,1494,30.2,36.43,70.44,Industrial
eurosat/2750/Industrial/Industrial_1870.jpg,6.9,12,17,9,750,20.9,14.46,86.53,Industrial
eurosat/2750/Industrial/Industrial_1871.jpg,7.3,1,0,3,1225,22.5,12.8,90.63,Industrial
eurosat/2750/Industrial/Industrial_1872.jpg,6.4,17,9,11,575,18.5,19.0,73.95,Industrial
eurosat/2750/Industrial/Industrial_1873.jpg,5.8,15,12,15,558,34.0,32.28,81.08,Industrial
eurosat/2750/Industrial/Industrial_1874.jpg,7.1,20,14,4,604,21.7,15.59,92.11,Industrial
eurosat/2750/Industrial/Industrial_1875.jpg,6.2,2,8,10,734,30.7,32.81,81.75,Industrial
eurosat/2750/Industrial/Industrial_1876.jpg,5.7,14,19,9,833,25.7,26.57,80.26,Industrial
eurosat/2750/Industrial/Industrial_1877.jpg,6.2,19,15,7,1398,32.4,16.79,71.75,Industrial
eurosat/2750/Industrial/Industrial_1878.jpg,5.7,20,6,16,725,15.6,22.18,84.3,Industrial
eurosat/2750/Industrial/Industrial_1879.jpg,5.9,9,0,11,992,15.6,34.78,82.04,Industrial
eurosat/2750/Industrial/Industrial_188.jpg,7.0,19,20,7,884,31.6,32.4,81.5,Industrial
eurosat/2750/Industrial/Industrial_1880.jpg,6.6,13,1,8,1394,16.4,25.78,82.62,Industrial
eurosat/2750/Industrial/Industrial_1881.jpg,6.2,14,18,4,922,32.2,17.67,70.54,Industrial
eurosat/2750/Industrial/Industrial_1882.jpg,6.6,11,14,19,1410,31.9,20.37,70.74,Industrial
eurosat/2750/Industrial/Industrial_1883.jpg,5.7,20,11,7,822,34.4,36.19,91.98,Industrial
eurosat/2750/Industrial/Industrial_1884.jpg,7.3,11,19,8,1224,18.5,12.36,85.65,Industrial
eurosat/2750/Industrial/Industrial_1885.jpg,6.0,11,9,2,737,33.1,30.44,69.95,Industrial
eurosat/2750/Industrial/Industrial_1886.jpg,7.4,20,1,14,959,24.6,35.25,68.19,Industrial
